student_id,studied_course,Background,interested,Hour_week,Study_Materials,Practical_Work,Alone_Study,Sleep_hours,Soc_Activ,stressed_anx,Exp_GPA,Curr_GPA
4694,English,History,5,0,Internet Resources(Videos Articles):Books-Out Of Course:Lecture Slides:Notes:Books-Recommended,Yes,No,3,Modelling:Programming:Fishing:Volunteering Work:Sports,Yes,2,4
4695,Databases,Mathematics,10,9,Books-Recommended,Yes,Yes,4,Fishing:Sports:Programming:Volunteering Work,Yes,2,1
4696,Biochemistry,Languages,9,7,Internet Resources(Videos Articles):Lecture Slides,Prefer not to Say,No,1,Sports:Fishing:Modelling:Friend Circle in the University:Volunteering Work:Programming,No,1,2
4697,Mandarin,Mathematics,3,7,Books-Recommended,No,No,10+,Fishing:Programming:Volunteering Work:Friend Circle in the University:Modelling:Sports,Yes,4,1
4698,Biochemistry,Biology,6,2,Lecture Slides:Books-Recommended:Internet Resources(Videos Articles):Notes,Yes,No,1,Volunteering Work:Modelling:Fishing,No,3,2.5
4699,Mandarin,Computer Science,2,0,Notes,Yes,Yes,4,Sports:Volunteering Work:Modelling:Fishing:Friend Circle in the University,No,4,2
4700,Organic Chemistry,Chemistry,3,2,Lecture Slides:Internet Resources(Videos Articles):Notes,NA,No,3,Fishing:Sports:Programming:Volunteering Work,No,2,2.5
4701,Organic Chemistry,Biology,10,7,Lecture Slides,Prefer not to Say,No,8,Modelling:Sports,No,3,1
4702,Functional Programming,History,6,7,Books-Recommended:Notes:Internet Resources(Videos Articles),No,Yes,3,Programming:Sports:Fishing:Volunteering Work:Modelling,Yes,1,3.5
4703,Databases,Computer Science,10,0,Lecture Slides:Internet Resources(Videos Articles):Notes:Books-Out Of Course:Books-Recommended,No,Yes,2,Volunteering Work,Yes,4,2
4704,Genetics,Chemistry,7,3,Lecture Slides:Books-Out Of Course:Internet Resources(Videos Articles):Books-Recommended,Yes,Yes,4,Volunteering Work:Programming:Friend Circle in the University:Fishing,Yes,2,1.5
4705,Mandarin,Languages,2,8,Notes,Prefer not to Say,Yes,1,Programming:Modelling,Yes,1,3
4706,Mandarin,Computer Science,8,7,Books-Recommended:Internet Resources(Videos Articles):Books-Out Of Course:Lecture Slides,No,Yes,2,Volunteering Work:Fishing:Sports:Modelling,No,2,1.5
4707,Databases,Biology,1,9,Lecture Slides:Books-Recommended:Books-Out Of Course:Notes:Internet Resources(Videos Articles),Prefer not to Say,Yes,7,Fishing,Yes,4,2.5
4708,Mandarin,Mathematics,2,4,Books-Recommended,Prefer not to Say,Yes,9,Programming:Modelling:Volunteering Work:Friend Circle in the University:Sports,No,3,2
4709,Probability and Statistics,Biology,0,0,Notes:Lecture Slides:Internet Resources(Videos Articles):Books-Out Of Course,Prefer not to Say,No,8,Volunteering Work,Yes,2,2.5
4710,Functional Programming,Languages,0,4,Notes:Internet Resources(Videos Articles),NA,No,6,Sports:Modelling:Programming:Volunteering Work,Yes,2,2
4711,Mandarin,History,4,7,Books-Out Of Course:Books-Recommended:Internet Resources(Videos Articles),No,Yes,3,Programming:Modelling:Sports,No,1,3.5
4712,Latin,Languages,5,8,Internet Resources(Videos Articles):Notes:Books-Recommended,NA,Yes,8,Programming:Volunteering Work:Sports:Friend Circle in the University:Fishing:Modelling,Yes,4,2
4713,Databases,Languages,10,2,Lecture Slides,Prefer not to Say,No,0,Fishing:Friend Circle in the University:Programming:Volunteering Work:Sports:Modelling,No,3,2
4714,Linear Algebra,Computer Science,10,4,Books-Out Of Course:Books-Recommended:Internet Resources(Videos Articles):Lecture Slides,No,No,10+,Programming:Sports,No,4,2
4715,Probability and Statistics,Languages,9,8,Lecture Slides:Notes:Books-Out Of Course,NA,Yes,3,Programming:Sports:Friend Circle in the University:Modelling:Fishing,Yes,4,1
4716,Databases,History,6,10+,Books-Recommended,Yes,Yes,6,Modelling:Sports:Fishing:Programming,No,1,2.5
4717,Genetics,Computer Science,1,4,Lecture Slides:Notes:Books-Out Of Course,NA,No,5,Sports:Fishing:Friend Circle in the University:Programming:Modelling:Volunteering Work,Yes,3,1
4718,Databases,Chemistry,2,5,Internet Resources(Videos Articles),Prefer not to Say,Yes,2,Programming:Fishing:Sports:Modelling:Friend Circle in the University,No,1,1
4719,Databases,Chemistry,7,7,Notes:Internet Resources(Videos Articles):Lecture Slides:Books-Recommended,No,Yes,9,Volunteering Work:Sports:Programming:Fishing,No,3,3.5
4720,Biochemistry,History,1,2,Notes:Lecture Slides,NA,Yes,0,Programming:Fishing:Sports:Modelling,Yes,3,3.5
4721,Functional Programming,Computer Science,10,8,Notes,No,Yes,3,Programming:Modelling,No,3,3.5
4722,Genetics,Languages,6,6,Books-Recommended:Notes,NA,No,3,Modelling:Fishing:Friend Circle in the University:Volunteering Work:Programming,No,4,2
4723,Genetics,History,2,3,Books-Recommended:Lecture Slides:Books-Out Of Course:Internet Resources(Videos Articles),NA,Yes,6,Fishing,Yes,2,3
4724,Mandarin,Languages,3,8,Notes:Internet Resources(Videos Articles):Books-Recommended:Books-Out Of Course:Lecture Slides,NA,No,10+,Friend Circle in the University:Modelling,No,2,3
4725,Mandarin,Biology,3,10+,Books-Out Of Course:Lecture Slides:Notes,Prefer not to Say,Yes,4,Modelling:Programming:Volunteering Work:Friend Circle in the University:Sports,Yes,2,1
4726,Genetics,Biology,4,8,Internet Resources(Videos Articles):Books-Recommended,NA,No,2,Volunteering Work:Fishing:Programming:Modelling:Sports,Yes,4,1
4727,English,Biology,10,7,Books-Recommended:Internet Resources(Videos Articles):Lecture Slides:Notes,Yes,No,2,Programming:Volunteering Work:Friend Circle in the University:Fishing:Modelling,Yes,1,2.5
4728,Latin,Languages,4,4,Notes:Lecture Slides,NA,Yes,1,Fishing:Modelling:Sports:Programming:Friend Circle in the University,Yes,3,3.5
4729,Functional Programming,Chemistry,9,0,Books-Recommended:Books-Out Of Course:Internet Resources(Videos Articles),Yes,Yes,6,Friend Circle in the University,No,2,2
4730,Functional Programming,Computer Science,6,0,Lecture Slides:Books-Out Of Course:Books-Recommended:Internet Resources(Videos Articles),Prefer not to Say,Yes,4,Fishing:Sports:Friend Circle in the University,Yes,1,1
4731,Mandarin,Mathematics,1,1,Lecture Slides:Books-Out Of Course:Internet Resources(Videos Articles):Books-Recommended,Yes,Yes,9,Modelling:Programming:Friend Circle in the University,Yes,3,1
4732,Databases,Languages,8,7,Notes,No,Yes,10+,Friend Circle in the University:Sports:Programming:Fishing:Volunteering Work,Yes,4,4
4733,English,History,0,4,Notes:Lecture Slides:Books-Out Of Course:Books-Recommended,No,No,6,Modelling:Sports:Volunteering Work,No,4,3
4734,Probability and Statistics,Chemistry,10,10+,Notes:Books-Recommended:Internet Resources(Videos Articles):Books-Out Of Course:Lecture Slides,NA,No,9,Friend Circle in the University:Volunteering Work:Modelling:Programming:Sports,No,4,2.5
4735,Linear Algebra,History,8,6,Lecture Slides,NA,No,3,Fishing:Friend Circle in the University:Sports:Modelling:Volunteering Work,Yes,1,2.5
4736,Biochemistry,History,8,8,Internet Resources(Videos Articles):Lecture Slides:Books-Out Of Course,Prefer not to Say,Yes,1,Friend Circle in the University:Fishing,Yes,4,2.5
4737,Probability and Statistics,Computer Science,4,5,Lecture Slides:Internet Resources(Videos Articles):Books-Recommended:Books-Out Of Course,NA,Yes,10+,Fishing:Programming:Modelling:Sports:Friend Circle in the University,No,3,4
4738,Mandarin,Chemistry,3,8,Notes:Books-Out Of Course:Lecture Slides,Yes,Yes,7,Modelling:Fishing:Programming:Friend Circle in the University:Sports,No,4,1.5
4739,Biochemistry,Biology,5,8,Books-Recommended,No,Yes,0,Friend Circle in the University,Yes,4,4
4740,Organic Chemistry,History,1,10+,Books-Recommended:Notes:Internet Resources(Videos Articles):Lecture Slides,Prefer not to Say,No,1,Sports:Modelling:Volunteering Work:Friend Circle in the University:Programming:Fishing,No,2,2.5
4741,Organic Chemistry,Mathematics,8,9,Internet Resources(Videos Articles):Lecture Slides,NA,Yes,2,Volunteering Work:Friend Circle in the University,Yes,3,1.5
4742,Mandarin,Computer Science,0,0,Notes:Books-Out Of Course:Internet Resources(Videos Articles),NA,No,0,Fishing:Friend Circle in the University:Programming:Volunteering Work:Sports:Modelling,No,1,3
4743,Databases,Computer Science,4,10+,Books-Out Of Course:Notes,Yes,Yes,3,Friend Circle in the University:Sports:Modelling:Fishing,No,4,1
4744,Latin,Languages,5,1,Notes:Internet Resources(Videos Articles):Books-Out Of Course:Books-Recommended:Lecture Slides,Yes,No,5,Modelling,No,2,1.5
4745,Latin,Computer Science,0,7,Books-Recommended:Internet Resources(Videos Articles),No,Yes,6,Sports:Modelling:Programming,No,4,2
4746,Linear Algebra,Languages,7,7,Notes:Books-Recommended,No,No,10+,Volunteering Work,No,1,3.5
4747,Probability and Statistics,Mathematics,3,4,Books-Recommended,Prefer not to Say,No,4,Modelling:Fishing:Programming,No,2,2
4748,Biochemistry,History,1,2,Internet Resources(Videos Articles):Notes:Books-Out Of Course:Lecture Slides:Books-Recommended,Yes,Yes,9,Modelling,Yes,3,2
4749,Functional Programming,Biology,6,7,Books-Recommended:Notes:Lecture Slides,Yes,Yes,3,Programming:Volunteering Work:Fishing,Yes,1,1.5
4750,Genetics,Biology,10,9,Books-Recommended:Internet Resources(Videos Articles):Books-Out Of Course,NA,No,1,Fishing:Modelling,No,2,2
4751,Biochemistry,Computer Science,4,10+,Lecture Slides:Books-Recommended:Notes:Books-Out Of Course,No,Yes,8,Volunteering Work:Programming:Friend Circle in the University,Yes,4,4
4752,Functional Programming,Biology,10,2,Notes:Books-Out Of Course:Lecture Slides:Books-Recommended:Internet Resources(Videos Articles),NA,Yes,6,Modelling:Fishing,No,3,1.5
4753,Mandarin,Chemistry,8,4,Books-Recommended:Books-Out Of Course:Lecture Slides:Notes,No,No,8,Friend Circle in the University,Yes,3,2.5
4754,Probability and Statistics,Languages,4,7,Books-Recommended:Internet Resources(Videos Articles),NA,No,5,Volunteering Work:Friend Circle in the University:Programming:Sports:Modelling,Yes,4,1
4755,Databases,Mathematics,0,8,Lecture Slides:Internet Resources(Videos Articles):Books-Recommended,NA,Yes,0,Volunteering Work,No,2,2
4756,Probability and Statistics,Computer Science,5,6,Internet Resources(Videos Articles):Notes:Books-Recommended:Books-Out Of Course,No,No,2,Sports,No,1,3.5
4757,Mandarin,Mathematics,2,0,Books-Out Of Course,No,Yes,8,Volunteering Work:Sports:Fishing,Yes,4,3
4758,Latin,Biology,1,4,Books-Out Of Course:Notes:Internet Resources(Videos Articles):Lecture Slides,Yes,No,2,Sports:Volunteering Work:Fishing:Programming,Yes,1,1
4759,Organic Chemistry,Computer Science,1,3,Books-Out Of Course,Prefer not to Say,Yes,9,Programming:Modelling:Volunteering Work:Sports,Yes,4,3
4760,Linear Algebra,History,6,2,Lecture Slides:Internet Resources(Videos Articles):Notes:Books-Out Of Course:Books-Recommended,Yes,Yes,5,Programming:Fishing:Modelling:Volunteering Work:Friend Circle in the University:Sports,Yes,4,4
4761,Organic Chemistry,Biology,6,7,Internet Resources(Videos Articles):Lecture Slides:Books-Out Of Course,Yes,No,5,Modelling,Yes,3,1
4762,Genetics,Mathematics,10,4,Internet Resources(Videos Articles),Prefer not to Say,Yes,6,Friend Circle in the University:Programming:Fishing:Volunteering Work,Yes,1,3
4763,Linear Algebra,Biology,6,7,Books-Out Of Course,No,Yes,0,Programming:Volunteering Work:Sports:Fishing:Modelling,Yes,2,3
4764,Mandarin,Mathematics,9,8,Notes:Books-Out Of Course:Internet Resources(Videos Articles),NA,No,6,Volunteering Work:Programming:Sports:Friend Circle in the University,No,1,1.5
4765,Probability and Statistics,Biology,6,5,Books-Out Of Course:Internet Resources(Videos Articles),Prefer not to Say,Yes,1,Programming:Sports:Friend Circle in the University:Fishing:Modelling:Volunteering Work,No,2,1.5
4766,Functional Programming,Languages,10,6,Notes:Books-Recommended,Prefer not to Say,No,1,Volunteering Work:Sports,No,2,1.5
4767,Mandarin,Languages,4,4,Internet Resources(Videos Articles),NA,Yes,0,Volunteering Work,No,3,1
4768,Databases,Mathematics,8,10+,Internet Resources(Videos Articles),Yes,Yes,10+,Sports:Programming:Modelling,Yes,2,2.5
4769,English,Computer Science,6,9,Internet Resources(Videos Articles):Books-Out Of Course:Notes,Yes,No,4,Fishing:Programming:Sports,Yes,1,4
4770,Latin,Biology,4,9,Books-Out Of Course,Prefer not to Say,No,10+,Volunteering Work:Fishing:Friend Circle in the University:Modelling,No,2,4
4771,Latin,Biology,3,0,Lecture Slides:Internet Resources(Videos Articles):Notes,Yes,No,8,Sports,No,2,3.5
4772,Databases,Biology,4,1,Internet Resources(Videos Articles):Notes:Books-Recommended:Lecture Slides:Books-Out Of Course,Yes,Yes,0,Friend Circle in the University:Volunteering Work:Programming:Fishing:Modelling:Sports,Yes,4,1
4773,Mandarin,History,2,1,Lecture Slides:Books-Out Of Course:Books-Recommended,Yes,Yes,7,Volunteering Work:Modelling,Yes,4,1
4774,Biochemistry,Biology,7,3,Lecture Slides:Books-Recommended:Notes:Books-Out Of Course,Prefer not to Say,No,4,Modelling:Sports,No,4,2.5
4775,Databases,Computer Science,4,2,Books-Recommended:Lecture Slides:Notes:Internet Resources(Videos Articles):Books-Out Of Course,NA,No,2,Sports:Volunteering Work,No,3,1.5
4776,Genetics,Chemistry,6,9,Lecture Slides,Yes,No,3,Programming:Sports,Yes,3,4
4777,Databases,Computer Science,3,2,Notes:Lecture Slides,No,Yes,7,Programming:Sports:Friend Circle in the University:Modelling,No,3,3
4778,Functional Programming,Computer Science,7,5,Lecture Slides:Books-Recommended:Notes:Books-Out Of Course,Yes,Yes,1,Modelling:Friend Circle in the University:Fishing:Programming,Yes,2,3
4779,Functional Programming,Mathematics,8,7,Notes:Books-Out Of Course:Internet Resources(Videos Articles):Lecture Slides,No,Yes,9,Programming:Sports:Friend Circle in the University:Fishing:Modelling:Volunteering Work,No,4,3.5
4780,Functional Programming,Biology,6,10+,Books-Out Of Course:Books-Recommended:Notes,Prefer not to Say,Yes,3,Sports:Fishing:Friend Circle in the University:Programming,No,4,3
4781,English,Biology,10,5,Internet Resources(Videos Articles),No,No,1,Modelling:Sports:Friend Circle in the University:Volunteering Work:Fishing,No,2,2
4782,Biochemistry,Mathematics,1,7,Notes:Books-Out Of Course,Yes,No,6,Programming:Sports:Fishing:Volunteering Work:Friend Circle in the University:Modelling,No,4,1
4783,Biochemistry,Biology,0,4,Notes:Internet Resources(Videos Articles):Lecture Slides:Books-Out Of Course,No,Yes,1,Programming:Fishing:Sports:Volunteering Work,Yes,4,3.5
4784,Probability and Statistics,Languages,10,7,Notes:Internet Resources(Videos Articles),Yes,Yes,5,Volunteering Work:Fishing:Programming:Sports:Modelling,Yes,4,2.5
4785,Genetics,Computer Science,4,9,Internet Resources(Videos Articles):Notes:Books-Recommended:Books-Out Of Course,NA,Yes,5,Fishing:Programming:Friend Circle in the University:Sports,Yes,3,3.5
4786,Probability and Statistics,Biology,1,8,Books-Recommended:Lecture Slides,Prefer not to Say,Yes,7,Volunteering Work:Friend Circle in the University,Yes,3,3
4787,Databases,Computer Science,4,6,Books-Out Of Course:Notes:Internet Resources(Videos Articles):Lecture Slides,NA,Yes,4,Friend Circle in the University,No,2,2
4788,English,Chemistry,4,6,Internet Resources(Videos Articles):Notes,NA,No,1,Fishing:Modelling:Programming,No,3,2
4789,Genetics,Biology,9,8,Books-Recommended,Yes,No,2,Volunteering Work:Sports,Yes,1,1
4790,English,Computer Science,6,2,Books-Out Of Course:Lecture Slides:Internet Resources(Videos Articles):Notes:Books-Recommended,No,Yes,9,Friend Circle in the University:Fishing:Volunteering Work,No,2,1
4791,Functional Programming,Mathematics,0,1,Books-Out Of Course:Books-Recommended:Internet Resources(Videos Articles),Prefer not to Say,No,6,Volunteering Work,Yes,2,2.5
4792,Mandarin,Mathematics,0,5,Notes:Books-Recommended:Lecture Slides:Books-Out Of Course:Internet Resources(Videos Articles),NA,No,3,Programming:Friend Circle in the University:Sports,No,3,3.5
4793,English,Biology,4,2,Internet Resources(Videos Articles):Books-Out Of Course:Lecture Slides,No,Yes,5,Programming:Volunteering Work,Yes,2,4
4794,Databases,Languages,0,9,Lecture Slides:Notes:Books-Recommended:Books-Out Of Course,No,Yes,4,Fishing:Volunteering Work:Modelling:Sports:Programming,Yes,1,4
4795,Probability and Statistics,Mathematics,7,7,Lecture Slides:Notes:Books-Recommended:Books-Out Of Course,Yes,Yes,9,Volunteering Work:Fishing:Friend Circle in the University:Programming:Sports:Modelling,Yes,1,1.5
4796,English,History,10,3,Internet Resources(Videos Articles):Books-Out Of Course:Books-Recommended:Lecture Slides,No,Yes,5,Volunteering Work:Programming:Fishing,No,4,2
4797,English,Languages,8,6,Books-Recommended:Internet Resources(Videos Articles):Lecture Slides:Books-Out Of Course:Notes,NA,Yes,10+,Volunteering Work:Friend Circle in the University:Modelling:Sports:Fishing,Yes,4,1.5
4798,Biochemistry,Chemistry,0,10+,Lecture Slides,No,No,8,Sports:Friend Circle in the University:Modelling:Fishing:Volunteering Work:Programming,No,3,4
4799,Genetics,Mathematics,5,5,Books-Recommended:Notes:Internet Resources(Videos Articles),No,Yes,2,Modelling:Fishing:Programming:Volunteering Work:Friend Circle in the University,No,1,1.5
4800,Linear Algebra,Chemistry,4,3,Books-Recommended:Lecture Slides:Books-Out Of Course:Notes,No,No,10+,Fishing:Programming:Volunteering Work:Friend Circle in the University:Sports,Yes,1,1.5
4801,Probability and Statistics,History,5,8,Lecture Slides:Internet Resources(Videos Articles),No,Yes,5,Volunteering Work:Modelling:Programming:Fishing,Yes,4,3.5
4802,Mandarin,Computer Science,9,6,Books-Out Of Course:Internet Resources(Videos Articles):Lecture Slides:Books-Recommended:Notes,Yes,No,5,Volunteering Work:Fishing,Yes,4,2
4803,Biochemistry,History,4,4,Internet Resources(Videos Articles):Lecture Slides,NA,Yes,9,Sports:Modelling:Volunteering Work:Programming:Friend Circle in the University,Yes,1,2.5
4804,Biochemistry,Biology,8,9,Internet Resources(Videos Articles):Lecture Slides:Books-Out Of Course:Books-Recommended:Notes,No,Yes,6,Volunteering Work:Friend Circle in the University:Modelling:Sports,Yes,3,1.5
