studied_course,Background,interested,Hours_Study,Study_Materials,Practical_Work,Alone_Study,Hours_Sleep,Soc_Activ,stressed_anx,Exp_GPA,Calc_GPA
Latin,Computer Science,6,9,Lecture Slides:Books-Out Of Course:Books-Recommended:Notes,Prefer not to Say,No,5,Programming:Friend Circle in the University,Yes,1,1.5
English,Chemistry,6,4,Internet Resources(Videos Articles):Lecture Slides:Books-Out Of Course,,Yes,10+,Friend Circle in the University:Volunteering Work:Sports,No,3,1.5
Linear Algebra,Chemistry,3,7,Internet Resources(Videos Articles):Lecture Slides,No,No,2,Modelling:Programming:Volunteering Work,No,3,1.5
Linear Algebra,Computer Science,9,6,Books-Recommended:Notes:Internet Resources(Videos Articles):Lecture Slides,Yes,No,4,Programming:Sports:Volunteering Work,Yes,4,1.5
Genetics,History,7,9,Internet Resources(Videos Articles):Notes,,No,4,Fishing:Volunteering Work:Modelling:Friend Circle in the University:Programming,No,4,1
English,Biology,3,3,Internet Resources(Videos Articles),No,No,2,Sports,No,2,3.5
Functional Programming,Languages,1,5,Books-Recommended:Notes,No,Yes,8,Volunteering Work:Friend Circle in the University,Yes,2,3
Databases,Languages,6,8,Internet Resources(Videos Articles):Books-Recommended:Books-Out Of Course:Notes,No,No,3,Volunteering Work:Sports:Modelling:Friend Circle in the University:Programming:Fishing,Yes,2,2.5
Probability and Statistics,Computer Science,3,0,Books-Recommended:Notes:Internet Resources(Videos Articles):Books-Out Of Course,,Yes,2,Volunteering Work:Friend Circle in the University:Sports,No,3,4
Latin,Mathematics,7,4,Lecture Slides:Books-Recommended,No,Yes,2,Programming:Friend Circle in the University:Sports:Volunteering Work:Fishing,Yes,1,1
Mandarin,Mathematics,6,10+,Lecture Slides:Books-Out Of Course:Books-Recommended,Prefer not to Say,No,4,Fishing:Friend Circle in the University:Sports,No,4,1
Genetics,History,0,10+,Internet Resources(Videos Articles):Notes,No,No,2,Fishing,No,4,1
English,Biology,1,0,Internet Resources(Videos Articles),No,Yes,10+,Friend Circle in the University:Sports:Programming:Volunteering Work,No,2,2
Probability and Statistics,Mathematics,0,9,Lecture Slides:Internet Resources(Videos Articles):Books-Out Of Course:Books-Recommended:Notes,Prefer not to Say,Yes,8,Friend Circle in the University:Sports:Fishing:Programming:Volunteering Work:Modelling,No,3,2.5
Linear Algebra,Chemistry,1,5,Books-Recommended:Books-Out Of Course:Internet Resources(Videos Articles):Notes,,No,10+,Programming:Friend Circle in the University:Modelling:Fishing:Sports:Volunteering Work,No,4,3
Functional Programming,Biology,10,3,Internet Resources(Videos Articles),Prefer not to Say,Yes,2,Sports:Friend Circle in the University:Volunteering Work:Programming:Fishing,No,3,2
Linear Algebra,Biology,6,4,Books-Recommended:Notes,Yes,Yes,6,Programming:Friend Circle in the University:Sports:Modelling:Volunteering Work,Yes,4,4
Organic Chemistry,Languages,3,7,Lecture Slides:Notes:Books-Recommended:Internet Resources(Videos Articles):Books-Out Of Course,No,Yes,1,Modelling:Volunteering Work:Friend Circle in the University:Programming,Yes,2,1.5
Linear Algebra,Mathematics,4,5,Lecture Slides:Notes,Prefer not to Say,No,4,Sports,Yes,2,1
Linear Algebra,Computer Science,10,3,Books-Out Of Course,Yes,Yes,2,Friend Circle in the University,No,1,2.5
Probability and Statistics,Biology,6,9,Internet Resources(Videos Articles):Books-Recommended:Notes,,Yes,8,Volunteering Work:Sports:Friend Circle in the University:Programming,Yes,3,3
Organic Chemistry,Languages,7,4,Notes:Internet Resources(Videos Articles):Lecture Slides,Prefer not to Say,Yes,8,Programming:Modelling:Friend Circle in the University,No,3,4
Linear Algebra,Computer Science,6,0,Books-Recommended:Notes:Books-Out Of Course,,No,1,Friend Circle in the University:Modelling:Sports,Yes,2,1
Organic Chemistry,History,3,2,Internet Resources(Videos Articles):Notes:Books-Out Of Course:Books-Recommended,,Yes,0,Friend Circle in the University:Modelling:Volunteering Work:Fishing,No,4,4
English,Biology,2,8,Internet Resources(Videos Articles),Prefer not to Say,No,2,Friend Circle in the University:Sports:Programming:Modelling:Fishing:Volunteering Work,Yes,3,1.5
Organic Chemistry,Chemistry,0,1,Internet Resources(Videos Articles):Notes:Lecture Slides,No,Yes,4,Volunteering Work:Sports:Fishing:Programming:Modelling,Yes,4,1.5
Biochemistry,Mathematics,1,4,Internet Resources(Videos Articles),Yes,No,6,Volunteering Work:Friend Circle in the University,No,2,4
Organic Chemistry,Biology,2,4,Books-Out Of Course:Books-Recommended:Notes:Internet Resources(Videos Articles):Lecture Slides,Yes,Yes,8,Programming:Modelling:Fishing:Sports:Friend Circle in the University,Yes,2,3.5
Databases,Chemistry,5,6,Books-Out Of Course:Notes,Yes,Yes,6,Programming:Modelling:Volunteering Work:Sports,No,4,2
Databases,Languages,5,4,Books-Recommended:Books-Out Of Course:Lecture Slides:Notes,,Yes,4,Fishing:Programming:Sports:Friend Circle in the University:Volunteering Work:Modelling,No,4,3.5
Latin,Computer Science,4,10+,Books-Recommended:Internet Resources(Videos Articles):Lecture Slides,Yes,Yes,0,Fishing,Yes,4,1.5
Linear Algebra,Biology,5,2,Books-Out Of Course:Internet Resources(Videos Articles):Books-Recommended,No,Yes,1,Volunteering Work:Fishing:Modelling:Sports,Yes,1,1
Latin,History,6,0,Lecture Slides:Books-Recommended:Internet Resources(Videos Articles),No,No,4,Friend Circle in the University:Sports:Modelling:Volunteering Work:Fishing,No,1,3.5
Organic Chemistry,Mathematics,10,1,Notes:Lecture Slides:Internet Resources(Videos Articles),No,No,3,Friend Circle in the University:Modelling:Volunteering Work:Fishing:Programming:Sports,Yes,4,2
Databases,Chemistry,8,1,Internet Resources(Videos Articles):Books-Recommended:Lecture Slides,,No,10+,Fishing:Modelling:Volunteering Work:Friend Circle in the University,No,3,3.5
Mandarin,Mathematics,2,9,Books-Out Of Course:Notes:Lecture Slides:Books-Recommended:Internet Resources(Videos Articles),Prefer not to Say,No,6,Programming:Modelling:Fishing,Yes,4,2.5
Linear Algebra,Chemistry,8,1,Internet Resources(Videos Articles),,Yes,6,Sports:Friend Circle in the University,Yes,2,3.5
Linear Algebra,History,2,1,Books-Out Of Course:Notes:Internet Resources(Videos Articles):Lecture Slides,Prefer not to Say,No,9,Friend Circle in the University:Modelling:Fishing:Sports:Programming,No,4,3
Organic Chemistry,Computer Science,5,6,Lecture Slides:Books-Out Of Course:Internet Resources(Videos Articles),Yes,No,5,Modelling:Fishing:Programming:Friend Circle in the University:Sports:Volunteering Work,Yes,4,4
Probability and Statistics,Computer Science,5,10+,Notes:Books-Recommended:Books-Out Of Course,No,No,10+,Modelling:Sports:Fishing,No,3,3.5
Genetics,Biology,0,7,Internet Resources(Videos Articles),Prefer not to Say,Yes,0,Fishing:Friend Circle in the University,Yes,3,2
Mandarin,Biology,9,1,Books-Out Of Course:Internet Resources(Videos Articles):Books-Recommended:Notes:Lecture Slides,Yes,Yes,10+,Modelling:Volunteering Work:Fishing:Friend Circle in the University:Sports,No,2,4
Genetics,Mathematics,9,7,Lecture Slides:Books-Recommended:Internet Resources(Videos Articles):Notes:Books-Out Of Course,,No,3,Sports:Fishing:Programming:Friend Circle in the University:Modelling,No,1,3
Organic Chemistry,Mathematics,8,8,Notes:Books-Out Of Course,Prefer not to Say,Yes,8,Volunteering Work,Yes,4,3.5
Genetics,Mathematics,8,0,Lecture Slides:Books-Recommended:Internet Resources(Videos Articles):Books-Out Of Course,Yes,Yes,6,Modelling:Friend Circle in the University:Sports:Fishing:Programming:Volunteering Work,Yes,1,3.5
Probability and Statistics,Languages,4,3,Books-Out Of Course,No,No,3,Friend Circle in the University:Programming:Volunteering Work:Sports:Modelling,No,3,3
Latin,Languages,9,9,Notes:Books-Recommended,Prefer not to Say,Yes,10+,Friend Circle in the University:Fishing:Volunteering Work:Programming,Yes,4,4
Probability and Statistics,Computer Science,7,4,Notes:Books-Recommended:Internet Resources(Videos Articles):Books-Out Of Course:Lecture Slides,,No,10+,Volunteering Work:Sports:Modelling:Fishing:Friend Circle in the University:Programming,Yes,3,1.5
English,Chemistry,5,3,Lecture Slides,Yes,No,9,Modelling:Friend Circle in the University,No,3,1
Databases,Computer Science,3,3,Notes,,Yes,1,Volunteering Work:Sports:Fishing:Programming:Friend Circle in the University,Yes,2,2.5
Mandarin,Biology,1,9,Books-Recommended:Internet Resources(Videos Articles):Notes,,Yes,9,Friend Circle in the University:Modelling:Fishing:Sports,No,3,1.5
Probability and Statistics,Chemistry,4,6,Books-Recommended:Internet Resources(Videos Articles):Lecture Slides:Notes:Books-Out Of Course,Prefer not to Say,No,9,Sports,Yes,1,4
Biochemistry,Languages,3,2,Internet Resources(Videos Articles),Prefer not to Say,No,6,Modelling:Volunteering Work,No,3,3.5
Biochemistry,Chemistry,8,7,Books-Out Of Course:Internet Resources(Videos Articles):Books-Recommended:Notes:Lecture Slides,,No,2,Fishing:Volunteering Work:Programming,No,4,2.5
Linear Algebra,Mathematics,5,7,Books-Out Of Course:Internet Resources(Videos Articles):Books-Recommended,Yes,No,0,Sports:Modelling:Fishing:Friend Circle in the University,Yes,2,2
Latin,Mathematics,4,0,Notes:Internet Resources(Videos Articles),No,No,3,Programming:Modelling:Friend Circle in the University:Fishing:Sports,Yes,3,2.5
Databases,Mathematics,5,8,Books-Out Of Course:Notes:Books-Recommended,,No,10+,Sports,No,4,1
Probability and Statistics,Biology,7,1,Notes:Lecture Slides,Yes,Yes,5,Programming:Volunteering Work:Sports,No,3,3
English,Languages,8,7,Internet Resources(Videos Articles):Notes,No,No,10+,Programming:Modelling,No,2,3
Latin,Mathematics,9,10+,Internet Resources(Videos Articles):Notes:Books-Out Of Course:Lecture Slides,Yes,Yes,1,Friend Circle in the University:Fishing:Sports,No,1,4
English,Mathematics,6,7,Lecture Slides:Internet Resources(Videos Articles),Prefer not to Say,Yes,5,Fishing:Sports:Friend Circle in the University,Yes,1,1.5
Mandarin,Mathematics,7,7,Internet Resources(Videos Articles):Notes:Books-Out Of Course:Lecture Slides,Yes,Yes,4,Programming,Yes,4,1
Databases,Computer Science,5,7,Books-Out Of Course,No,Yes,2,Volunteering Work:Friend Circle in the University:Sports:Programming:Modelling,Yes,3,2.5
Databases,Biology,5,0,Books-Out Of Course:Internet Resources(Videos Articles):Notes,Prefer not to Say,Yes,3,Fishing:Sports:Friend Circle in the University,No,1,4
Biochemistry,Chemistry,1,7,Notes:Lecture Slides:Internet Resources(Videos Articles):Books-Out Of Course,Prefer not to Say,Yes,5,Sports:Friend Circle in the University:Modelling:Fishing:Programming,Yes,2,1.5
English,Computer Science,9,2,Internet Resources(Videos Articles):Lecture Slides:Books-Recommended,,Yes,5,Volunteering Work:Fishing:Modelling:Programming:Friend Circle in the University:Sports,No,4,1
Latin,Mathematics,4,9,Lecture Slides:Books-Out Of Course,Yes,Yes,4,Fishing:Volunteering Work:Friend Circle in the University:Modelling:Programming:Sports,No,1,4
Latin,History,8,1,Lecture Slides:Books-Out Of Course,Yes,Yes,2,Volunteering Work,No,2,1
Probability and Statistics,Mathematics,3,9,Notes:Books-Recommended:Lecture Slides,,Yes,10+,Fishing:Sports:Modelling:Programming:Volunteering Work:Friend Circle in the University,No,1,2.5
English,History,8,8,Books-Recommended:Internet Resources(Videos Articles),,Yes,0,Programming:Volunteering Work:Friend Circle in the University,Yes,4,1
Latin,Chemistry,7,9,Books-Out Of Course:Books-Recommended:Notes:Lecture Slides:Internet Resources(Videos Articles),,Yes,5,Modelling:Sports:Volunteering Work:Fishing,Yes,2,3
Organic Chemistry,Languages,6,7,Notes,Prefer not to Say,Yes,2,Volunteering Work:Modelling:Sports:Friend Circle in the University:Programming,Yes,3,1
Organic Chemistry,Languages,8,3,Books-Recommended:Notes:Books-Out Of Course:Internet Resources(Videos Articles),,Yes,7,Fishing:Friend Circle in the University:Volunteering Work:Sports:Modelling,Yes,3,2.5
Functional Programming,History,4,3,Lecture Slides:Books-Out Of Course:Books-Recommended:Internet Resources(Videos Articles),Prefer not to Say,No,10+,Sports:Fishing:Friend Circle in the University:Volunteering Work:Programming,No,4,1.5
Databases,Chemistry,10,2,Books-Out Of Course:Internet Resources(Videos Articles):Books-Recommended,No,No,7,Volunteering Work:Fishing,No,2,1.5
English,Biology,3,5,Internet Resources(Videos Articles):Lecture Slides:Books-Out Of Course,No,Yes,3,Fishing,No,4,4
Probability and Statistics,Languages,9,10+,Lecture Slides:Books-Recommended:Books-Out Of Course:Internet Resources(Videos Articles):Notes,Yes,Yes,5,Fishing:Volunteering Work:Modelling:Programming,No,4,1.5
English,History,4,6,Books-Out Of Course:Books-Recommended:Notes,No,Yes,9,Modelling:Programming:Fishing:Volunteering Work:Sports:Friend Circle in the University,No,1,3.5
Biochemistry,Computer Science,1,3,Books-Out Of Course,No,No,7,Friend Circle in the University,No,4,1.5
Mandarin,Languages,0,1,Notes:Lecture Slides:Books-Out Of Course:Books-Recommended,Yes,No,8,Sports:Modelling,No,3,3.5
Latin,History,1,4,Books-Recommended:Internet Resources(Videos Articles):Books-Out Of Course:Lecture Slides:Notes,Yes,No,8,Modelling:Sports:Volunteering Work,Yes,2,1.5
Mandarin,Mathematics,1,0,Lecture Slides:Notes:Internet Resources(Videos Articles),No,Yes,3,Volunteering Work:Friend Circle in the University:Modelling:Fishing:Sports,No,2,3.5
Linear Algebra,Computer Science,7,5,Books-Out Of Course:Lecture Slides:Internet Resources(Videos Articles):Notes:Books-Recommended,No,No,0,Volunteering Work:Modelling:Sports,Yes,4,2.5
Organic Chemistry,Chemistry,8,1,Notes:Internet Resources(Videos Articles),,No,9,Programming:Friend Circle in the University:Sports:Volunteering Work:Fishing:Modelling,No,3,4
Latin,History,3,0,Books-Out Of Course:Notes,,No,2,Friend Circle in the University:Volunteering Work:Sports,No,3,2
Mandarin,Languages,6,7,Books-Recommended:Lecture Slides:Books-Out Of Course:Internet Resources(Videos Articles),No,Yes,9,Volunteering Work:Fishing:Sports:Friend Circle in the University:Modelling,No,4,2.5
Probability and Statistics,History,1,3,Books-Recommended:Lecture Slides:Notes:Books-Out Of Course,Yes,No,6,Modelling:Fishing:Sports,No,3,1
Probability and Statistics,Chemistry,10,0,Internet Resources(Videos Articles):Books-Recommended:Lecture Slides:Books-Out Of Course:Notes,Yes,Yes,10+,Programming:Friend Circle in the University:Modelling:Volunteering Work:Fishing,No,2,3
Latin,Mathematics,2,3,Books-Out Of Course:Notes:Internet Resources(Videos Articles),Prefer not to Say,Yes,3,Sports:Programming:Volunteering Work:Fishing:Friend Circle in the University,No,1,2
Biochemistry,Mathematics,0,6,Notes:Books-Recommended,No,Yes,2,Friend Circle in the University:Volunteering Work:Programming,Yes,4,2
Mandarin,Biology,10,7,Books-Recommended:Lecture Slides:Notes:Internet Resources(Videos Articles):Books-Out Of Course,Prefer not to Say,No,0,Modelling:Programming,Yes,2,2.5
Functional Programming,Computer Science,1,10+,Lecture Slides:Books-Recommended:Books-Out Of Course,,No,7,Fishing:Programming:Volunteering Work:Sports:Modelling,Yes,3,1.5
Biochemistry,Languages,3,8,Notes:Internet Resources(Videos Articles):Books-Recommended:Books-Out Of Course,,Yes,3,Fishing:Sports,Yes,3,1
Functional Programming,Chemistry,8,9,Books-Recommended:Internet Resources(Videos Articles):Lecture Slides:Books-Out Of Course:Notes,No,Yes,1,Sports:Modelling:Friend Circle in the University,Yes,3,1
Genetics,History,2,2,Internet Resources(Videos Articles):Lecture Slides,Yes,Yes,4,Volunteering Work,No,4,2
Biochemistry,Mathematics,5,8,Internet Resources(Videos Articles):Books-Out Of Course:Notes,,Yes,9,Friend Circle in the University:Modelling:Sports,Yes,3,2
Probability and Statistics,Biology,9,1,Notes:Lecture Slides:Books-Recommended,No,No,2,Modelling,No,2,3
Latin,Languages,9,10+,Books-Recommended:Internet Resources(Videos Articles):Books-Out Of Course:Notes:Lecture Slides,Prefer not to Say,Yes,7,Programming:Friend Circle in the University:Volunteering Work:Modelling:Fishing:Sports,No,3,1
English,Biology,10,7,Lecture Slides:Internet Resources(Videos Articles):Books-Recommended,Yes,No,8,Volunteering Work:Fishing:Programming,No,4,1.5
Probability and Statistics,Biology,1,2,Lecture Slides:Books-Recommended:Books-Out Of Course:Notes:Internet Resources(Videos Articles),Prefer not to Say,No,0,Volunteering Work:Sports:Fishing:Friend Circle in the University:Modelling:Programming,Yes,1,2
Genetics,Computer Science,9,5,Lecture Slides:Books-Out Of Course,Prefer not to Say,No,7,Programming:Modelling:Volunteering Work:Fishing,Yes,1,1.5
Mandarin,Chemistry,1,5,Books-Recommended:Internet Resources(Videos Articles):Notes,Yes,Yes,0,Fishing:Volunteering Work:Sports:Friend Circle in the University,No,4,1.5
Linear Algebra,Mathematics,2,0,Books-Out Of Course:Books-Recommended:Notes,Yes,No,10+,Modelling:Programming:Friend Circle in the University:Fishing:Volunteering Work,No,3,3
Organic Chemistry,Mathematics,10,6,Books-Out Of Course,,Yes,3,Fishing,No,1,3
Latin,Biology,3,3,Lecture Slides:Books-Out Of Course:Books-Recommended:Notes,Yes,Yes,0,Volunteering Work:Modelling:Friend Circle in the University:Fishing:Sports:Programming,No,3,3.5
Mandarin,Mathematics,8,3,Lecture Slides:Internet Resources(Videos Articles):Books-Out Of Course,Yes,Yes,7,Volunteering Work:Programming:Fishing:Friend Circle in the University,Yes,3,1
Genetics,Computer Science,3,6,Notes:Lecture Slides:Books-Recommended:Internet Resources(Videos Articles):Books-Out Of Course,Yes,Yes,5,Sports:Friend Circle in the University:Volunteering Work:Fishing,Yes,4,1.5
